KMKO  35.658000-095.362000 604
KMKT  44.222000-093.919000 1010
KMKX  42.967000-088.550000 1024
KMLB  28.103000-080.646000 30
KMLC  34.882000-095.784000 764
KMLD  42.167000-112.297000 4472
KMLF  38.427000-113.013000 5003
KMLI  41.449000-090.508000 584
KMLP  47.454000-115.670000 6001
KMLS  46.428000-105.886000 2612
KMLT  45.648000-068.686000 404
KMLU  32.511000-092.038000 75
KMMH  37.624000-118.838000 7080
KMMK  41.509000-072.830000 102
KMML  44.450000-095.822000 1171
KMMO  41.367000-088.683000 732
KMMT  33.921000-080.807000 249
KMMU  40.799000-074.415000 184
KMMV  45.194000-123.136000 161
KMNI  33.587000-080.209000 102
KMNM  45.127000-087.639000 620
KMNN  40.616000-083.064000 984
KMOB  30.691000-088.243000 217
KMOD  37.626000-120.954000 95
KMOP  43.622000-084.737000 748
KMOT  48.260000-101.281000 1703
KMOX  45.567000-095.968000 1122
KMPO  41.138000-075.379000 1903
KMPV  44.204000-072.562000 1155
KMQB  40.520000-090.653000 702
KMQI  35.919000-075.696000 13
KMQM  44.567000-112.317000 6785
KMQY  36.009000-086.520000 538
KMRB  39.402000-077.985000 551
KMRC  35.554000-087.179000 676
KMRF  30.372000-104.017000 4816
KMRH  34.734000-076.661000 10
KMRI  61.217000-149.855000 135
KMRJ  42.885000-090.232000 1168
KMRN  35.822000-081.611000 1260
KMRX  36.167000-083.400000 1434
KMRY  36.587000-121.843000 249
KMSL  34.745000-087.610000 545
KMSN  43.140000-089.337000 879
KMSO  46.916000-114.091000 3182
KMSP  44.881000-093.217000 833
KMSS  44.936000-074.846000 213
KMSV  41.702000-074.795000 1391
KMSX  47.033000-113.983000 8041
KMSY  29.993000-090.258000 3
KMTC  42.613000-082.832000 574
KMTH  24.726000-081.051000 7
KMTJ  38.509000-107.894000 5719
KMTN  39.326000-076.414000 20
KMTO  39.478000-088.280000 715
KMTP  41.077000-071.921000 7
KMTV  36.631000-080.018000 935
KMTW  44.129000-087.681000 646
KMTX  41.433000-112.750000 6575
KMUI  40.435000-076.570000 486
KMUO  43.044000-115.873000 2976
KMUT  41.366000-091.146000 541
KMUX  37.167000-121.900000 3550
KMVE  44.969000-095.710000 1027
KMVL  44.535000-072.614000 725
KMVN  38.323000-088.858000 476
KMVY  41.393000-070.614000 66
KMWA  37.753000-089.012000 466
KMWC  43.111000-088.034000 738
KMWH  47.208000-119.320000 1175
KMWK  36.460000-080.553000 1237
KMWL  32.782000-098.061000 965
KMWM  43.913000-095.109000 1398
KMWN  44.267000-071.300000 6263
KMWS  34.233000-118.067000 5705
KMXF  32.380000-086.365000 171
KMXO  42.226000-091.167000 843
KMYF  32.816000-117.140000 423
KMYL  44.889000-116.102000 4987
KMYR  33.680000-078.928000 23
KMYV  39.098000-121.570000 59
KMZH  46.419000-092.805000 1066
KN00  43.350000-076.385000 472
KN11  41.267000-072.900000 10
KN28  40.450000-073.817000 3
KN52  40.624000-074.669000 105
KN60  47.646000-101.440000 1909
KN78  39.767000-074.100000 20
KN80  38.308000-075.124000 10
KN84  40.883000-073.733000 26
KN88  40.330000-075.123000 394
KN91  38.950000-074.883000 7
KN97  41.047000-078.412000 1516
KNAE  29.143000-081.633000 92
KNAK  38.991000-076.483000 7
KNBC  32.479000-080.719000 33
KNBE  32.733000-096.967000 492
KNBG  29.826000-090.026000 0
KNBJ  30.391000-087.633000 43
KNBQ  30.794000-081.557000 26
KNBT  35.022000-076.462000 16
KNCA  34.709000-077.443000 23
KNDZ  30.697000-087.017000 174
KNED  43.389000-099.843000 2031
KNEL  40.033000-074.354000 102
KNEW  30.042000-090.028000 7
KNEX  32.917000-079.983000 39
KNFE  36.700000-076.133000 13
KNFG  33.302000-117.355000 72
KNFJ  30.512000-086.954000 108
KNFL  39.416000-118.700000 3907
KNFW  32.769000-097.442000 643
KNGP  27.693000-097.291000 16
KNGU  36.938000-076.289000 13
KNGW  27.723000-097.443000 30
KNGZ  37.783000-122.317000 13
KNHK  38.292000-076.416000 36
KNHZ  43.892000-069.939000 72
KNID  35.688000-117.691000 2267
KNIP  30.235000-081.676000 20
KNIS  34.886000-076.863000 26
KNJK  32.826000-115.675000 -46
KNJW  32.794000-088.833000 535
KNKT  34.904000-076.879000 26
KNKX  32.868000-117.143000 472
KNLC  36.333000-119.952000 230
KNLT  34.879000-076.336000 13
KNMM  32.552000-088.555000 312
KNMT  28.236000-098.724000 259
KNNZ  36.300000-121.883000 112
KNOG  27.900000-098.050000 253
KNOW  48.141000-123.414000 10
KNPA  30.353000-087.319000 30
KNQA  35.357000-089.870000 315
KNQI  27.500000-097.817000 49
KNQX  24.574000-081.686000 3
KNRA  48.200000-122.635000 197
KNRB  30.392000-081.423000 16
KNRC  37.400000-121.100000 164
KNRS  32.567000-117.118000 23
KNSE  30.724000-087.022000 197
KNSI  33.240000-119.458000 499
KNTD  34.119000-119.120000 10
KNTU  36.823000-076.031000 20
KNUI  38.150000-076.433000 20
KNUQ  37.415000-122.050000 33
KNUW  48.352000-122.656000 46
KNVT  27.631000-097.312000 23
KNXP  34.283000-116.168000 2041
KNXX  40.200000-075.148000 358
KNYC  40.783000-073.967000 154
KNYG  38.503000-077.305000 10
KNYL  32.657000-114.606000 213
KNZY  32.699000-117.215000 23
KO00  41.491000-120.565000 4373
KO18  36.318000-119.630000 246
KO45  38.378000-121.958000 112
KO64  39.400000-123.817000 62
KO72  39.350000-123.817000 66
KO87  40.017000-124.067000 69
KOAJ  34.829000-077.612000 92
KOAK  37.721000-122.221000 3
KOAX  41.317000-096.367000 1148
KOCF  29.173000-082.224000 85
KOCH  31.578000-094.710000 351
KOCW  35.571000-077.050000 36
KODO  31.921000-102.387000 2982
KODX  41.624000-098.952000 2054
KOEB  41.933000-085.053000 951
KOEO  45.309000-092.690000 896
KOFF  41.119000-095.909000 1040
KOFK  41.986000-097.435000 1562
KOFP  37.708000-077.436000 203
KOGA  41.120000-101.769000 3255
KOGB  33.461000-080.859000 194
KOGD  41.196000-112.012000 4442
KOGS  44.682000-075.466000 292
KOHX  36.750000-086.567000 676
KOJC  38.848000-094.738000 1086
KOKC  35.393000-097.601000 1286
KOKK  40.528000-086.059000 823
KOKM  35.668000-095.949000 715
KOKV  39.144000-078.144000 722
KOKX  40.867000-072.867000 197
KOLD  44.953000-068.674000 125
KOLE  42.240000-078.372000 2119
KOLF  48.095000-105.575000 1972
KOLM  46.971000-122.902000 203
KOLS  31.418000-110.848000 3927
KOLU  41.448000-097.343000 1434
KOLV  34.979000-089.787000 397
KOLY  38.722000-088.176000 476
KOLZ  42.681000-091.974000 1066
KOMA  41.303000-095.894000 974
KOMH  38.247000-078.046000 459
KOMK  48.464000-119.518000 1289
KONA  44.077000-091.708000 650
KONL  42.470000-098.688000 2014
KONM  34.023000-106.903000 4843
KONO  44.021000-117.014000 2178
KONP  44.580000-124.058000 157
KONT  34.056000-117.601000 935
KONZ  42.099000-083.161000 584
KOPF  25.907000-080.278000 7
KOPN  32.955000-084.264000 791
KOQU  41.597000-071.412000 16
KORB  48.016000-092.856000 1299
KORC  42.990000-096.063000 1404
KORD  41.980000-087.904000 663
KORE  42.570000-072.289000 551
KORF  36.895000-076.201000 23
KORH  42.267000-071.876000 1001
KORL  28.546000-081.333000 112
KOSC  44.453000-083.380000 627
KOSH  43.984000-088.557000 801
KOSU  40.080000-083.073000 899
KOTG  43.655000-095.579000 1562
KOTH  43.417000-124.246000 16
KOTM  41.107000-092.448000 837
KOUN  35.246000-097.472000 1171
KOVE  39.488000-121.622000 190
KOVS  43.161000-090.674000 666
KOWA  44.121000-093.256000 1138
KOWB  37.740000-087.167000 400
KOWD  42.191000-071.173000 49
KOWY  41.950000-116.100000 5397
KOXB  38.310000-075.124000 10
KOXC  41.479000-073.135000 719
KOXR  34.201000-119.207000 43
KOXV  41.299000-093.114000 919
KOZR  31.274000-085.714000 295
KOZW  42.630000-083.984000 951
KP00  28.000000-093.000000 49
KP01  32.450000-112.867000 1457
KP02  36.767000-090.467000 479
KP06  35.167000-114.567000 548
KP11  48.100000-098.867000 1440
KP22  29.067000-092.183000 3
KP24  47.750000-101.833000 2047
KP25  28.700000-092.317000 3
KP26  28.500000-090.117000 3
KP28  37.284000-098.553000 1539
KP30  28.333000-093.017000 79
KP34  35.658000-109.061000 6739
KP35  40.250000-093.717000 889
KP38  37.612000-114.526000 4373
KP39  46.600000-094.317000 1280
KP43  34.250000-119.250000 23
KP44  34.400000-119.700000 26
KP47  42.150000-124.267000 20
KP58  44.022000-082.793000 587
KP59  47.467000-087.875000 623
KP60  44.544000-110.421000 7835
KP61  47.747000-090.344000 607
KP65  31.883000-112.817000 1677
KP68  39.601000-116.006000 5945
KP69  46.144000-115.596000 1575
KP70  34.933000-105.583000 6919
KP75  45.950000-086.230000 584
KP88  42.900000-117.650000 3812
KP92  29.562000-091.526000 0
KPAE  47.908000-122.282000 600
KPAH  37.061000-088.774000 407
KPAM  30.070000-085.576000 16
KPAO  37.467000-122.117000 3
KPAQ  61.596000-149.092000 230
KPBF  34.175000-091.935000 203
KPBG  44.651000-073.469000 233
KPBH  45.709000-090.403000 1486
KPBI  26.683000-080.096000 16
KPBV  56.577000-169.663000 89
KPBZ  40.533000-080.217000 1266
KPCU  30.523000-089.707000 59
KPDC  43.022000-091.125000 656
KPDK  33.876000-084.302000 994
KPDT  45.695000-118.841000 1486
KPDX  45.589000-122.598000 30
KPEF  38.817000-104.733000 6155
KPEO  42.638000-077.053000 968
KPFC  45.200000-123.967000 3
KPFN  30.212000-085.683000 20
KPGA  36.926000-111.448000 4281
KPGD  26.920000-081.991000 23
KPGL  30.400000-088.483000 10
KPGV  35.635000-077.385000 26
KPHD  40.471000-081.420000 886
KPHF  37.132000-076.493000 43
KPHL  39.870000-075.245000 23
KPHN  42.911000-082.529000 643
KPHP  44.049000-101.599000 2192
KPHX  33.436000-112.010000 1125
KPIA  40.664000-089.693000 653
KPIB  31.467000-089.337000 295
KPIE  27.911000-082.687000 10
KPIH  42.911000-112.596000 4423
KPIL  26.166000-097.346000 16
KPIR  44.383000-100.286000 1729
KPIT  40.492000-080.233000 1194
KPJB  34.267000-111.350000 5154
KPJI  41.350000-071.467000 7
KPKB  39.345000-081.439000 850
KPKD  46.901000-095.073000 1430
KPKF  45.955000-090.424000 1490
KPLB  44.688000-073.525000 367
KPLN  45.571000-084.797000 715
KPMD  34.629000-118.085000 2526
KPMP  26.247000-080.111000 16
KPNC  36.731000-097.100000 997
KPNE  40.082000-075.011000 118
KPNM  45.560000-093.608000 971
KPNS  30.473000-087.187000 118
KPNT  40.924000-088.625000 653
KPOB  35.171000-079.015000 213
KPOC  34.092000-117.782000 1004
KPOE  31.045000-093.192000 325
KPOF  36.774000-090.325000 328
KPOU  41.627000-073.884000 161
KPPF  37.331000-095.509000 892
KPPQ  39.640000-090.779000 702
KPQI  46.689000-068.045000 528
KPQL  30.463000-088.529000 16
KPQN  43.983000-096.300000 1722
KPRB  35.673000-120.627000 830
KPRC  34.654000-112.420000 5010
KPRG  39.700000-087.671000 650
KPRX  33.637000-095.451000 541
KPSC  46.265000-119.119000 404
KPSF  42.427000-073.293000 1184
KPSK  37.137000-080.679000 2090
KPSM  43.078000-070.823000 98
KPSP  33.830000-116.507000 469
KPSX  28.728000-096.251000 13
KPTB  37.184000-077.507000 190
KPTK  42.665000-083.419000 971
KPTN  29.711000-091.340000 7
KPTT  37.702000-098.747000 1939
KPTV  36.030000-119.063000 436
KPTW  40.240000-075.557000 305
KPUB  38.289000-104.497000 4695
KPUC  39.614000-110.751000 5912
KPUW  46.744000-117.110000 2536
KPUX  38.467000-104.183000 5315
KPVC  42.072000-070.221000 7
KPVD  41.724000-071.428000 52
KPVU  40.217000-111.722000 4465
KPVW  34.168000-101.717000 3350
KPWA  35.535000-097.647000 1289
KPWC  46.725000-094.384000 1286
KPWG  31.485000-097.317000 584
KPWK  42.114000-087.901000 640
KPWM  43.646000-070.309000 72
KPWT  47.493000-122.762000 433
KPYM  41.910000-070.729000 148
KPZQ  45.407000-083.813000 663
KQ63  40.050000-119.633000 3898
KQ67  39.183000-120.117000 6234
KQCC  35.003000-105.663000 7087
KQNC  35.533000 024.150000 492
KQNN  40.883000 014.300000 289
KQNS  37.400000 014.933000 72
KQNT  63.983000-022.600000 177
KQSM  40.683000 141.400000 118
KRAC  42.761000-087.814000 669
KRAD  48.933000-095.333000 1076
KRAL  33.952000-117.445000 810
KRAP  44.045000-103.057000 3182
KRAX  35.667000-078.500000 463
KRBD  32.681000-096.868000 653
KRBG  43.239000-123.356000 525
KRBL  40.151000-122.252000 344
KRCA  44.147000-103.102000 3258
KRDD  40.509000-122.293000 499
KRDG  40.379000-075.965000 341
KRDK  41.011000-095.260000 1037
KRDM  44.254000-121.150000 3054
KRDR  47.961000-097.401000 902
KRDU  35.878000-078.788000 430
KRED  45.187000-109.267000 5725
KREE  33.600000-102.050000 3337
KREO  42.578000-117.885000 4026
KRFD  42.195000-089.097000 735
KRGK  44.590000-092.486000 774
KRGX  39.750000-119.467000 8399
KRHI  45.631000-089.468000 1611
KRHV  37.333000-121.820000 131
KRIC  37.505000-077.320000 164
KRIE  45.483000-091.717000 1138
KRIL  39.526000-107.727000 5505
KRIV  33.881000-117.259000 1526
KRIW  43.064000-108.460000 5486
KRJO  29.900000-097.867000 597
KRKD  44.060000-069.099000 52
KRKP  28.087000-097.045000 23
KRKR  35.022000-094.621000 446
KRKS  41.594000-109.065000 6713
KRLX  38.317000-081.717000 1194
KRME  43.234000-075.407000 499
KRMG  34.351000-085.158000 640
KRMY  42.251000-084.956000 932
KRND  29.529000-098.278000 755
KRNH  45.148000-092.538000 988
KRNM  33.039000-116.914000 1381
KRNO  39.499000-119.768000 4380
KRNT  47.493000-122.215000 30
KROA  37.326000-079.975000 1165
KROC  43.119000-077.672000 554
KROG  36.372000-094.107000 1348
KROS  45.700000-092.952000 919
KROW  33.302000-104.531000 3645
KROX  48.856000-095.697000 1050
KRPD  45.418000-091.774000 1096
KRQB  43.723000-085.504000 981
KRQE  35.652000-109.067000 6696
KRRF  28.189000-082.626000 39
KRRL  45.199000-089.711000 1306
KRRT  48.941000-095.348000 1066
KRSL  38.872000-098.812000 1847
KRST  43.909000-092.498000 1306
KRSW  26.536000-081.755000 30
KRTN  36.742000-104.502000 6309
KRTX  45.717000-122.967000 1686
KRUE  35.259000-093.094000 400
KRUM  44.533000-070.533000 630
KRUQ  35.646000-080.520000 768
KRUT  43.530000-072.950000 781
KRVL  40.677000-077.627000 810
KRVS  36.040000-095.985000 633
KRWF  44.547000-095.082000 1014
KRWI  35.855000-077.893000 157
KRWL  41.806000-107.200000 6765
KRXE  43.834000-111.805000 4826
KRYV  43.170000-088.723000 827
KRYY  34.013000-084.599000 1030
KRZN  45.823000-092.373000 981
KRZZ  36.440000-077.709000 253
KS02  28.500000-091.300000 105
KS06  47.467000-115.800000 3317
KS11  41.500000-120.533000 4400
KS21  43.883000-121.450000 4154
KS22  45.826000-119.261000 636
KS29  38.517000-106.017000 7172
KS38  48.083000-122.100000 59
KS53  47.667000-124.483000 79
KS58  28.533000-090.583000 3
KS65  28.500000-091.200000 7
KS88  48.167000-122.150000 138
KSAC  38.513000-121.492000 23
KSAD  32.853000-109.635000 3153
KSAF  35.617000-106.088000 6306
KSAN  32.734000-117.190000 13
KSAR  38.149000-089.699000 531
KSAT  29.534000-098.470000 801
KSAV  32.128000-081.202000 49
KSAW  46.354000-087.396000 1211
KSAZ  46.381000-094.807000 1276
KSBA  34.426000-119.840000 10
KSBD  34.095000-117.235000 1148
KSBM  43.770000-087.852000 748
KSBN  41.709000-086.318000 791
KSBP  35.237000-120.642000 207
KSBS  40.516000-106.866000 6831
KSBY  38.341000-075.510000 49
KSCC  70.192000-148.477000 56
KSCH  42.853000-073.930000 374
KSCK  37.894000-121.238000 30
KSDA  40.752000-095.413000 965
KSDB  34.744000-118.724000 4521
KSDF  38.174000-085.736000 495
KSDL  33.623000-111.911000 1499
KSDM  32.572000-116.980000 522
KSDY  47.707000-104.193000 1969
KSEA  47.449000-122.309000 423
KSEE  32.826000-116.972000 384
KSEG  40.821000-076.864000 446
KSEM  32.344000-086.988000 164
KSEP  32.215000-098.179000 1309
KSET  38.930000-090.430000 433
KSEZ  34.849000-111.789000 4797
KSFB  28.778000-081.237000 52
KSFD  43.391000-099.843000 2018
KSFF  47.683000-117.323000 1939
KSFM  43.394000-070.708000 240
KSFO  37.619000-122.375000 10
KSFQ  36.682000-076.602000 69
KSFZ  41.921000-071.491000 436
KSGF  37.244000-093.387000 1257
KSGJ  29.959000-081.340000 10
KSGR  29.622000-095.656000 79
KSGS  44.857000-093.033000 814
KSGT  34.601000-091.575000 220
KSGU  37.091000-113.593000 2920
KSHD  38.264000-078.896000 1191
KSHL  43.208000-095.833000 1407
KSHN  47.234000-123.148000 269
KSHR  44.769000-106.980000 3996
KSHV  32.447000-093.826000 256
KSIL  30.250000-089.767000 10
KSIY  41.781000-122.468000 2628
KSJC  37.362000-121.929000 56
KSJN  34.519000-109.379000 5696
KSJT  31.358000-100.496000 1906
KSJU  18.435000-066.011000 10
KSJX  45.692000-085.566000 663
KSKA  47.615000-117.656000 2444
KSKC  43.033000-088.233000 932
KSKF  29.384000-098.581000 686
KSKX  36.458000-105.672000 7044
KSLB  42.597000-095.241000 1476
KSLC  40.788000-111.978000 4196
KSLE  44.910000-123.003000 210
KSLG  36.191000-094.491000 1184
KSLI  33.790000-118.051000 33
KSLK  44.385000-074.206000 1650
KSLN  38.792000-097.651000 1263
KSLO  38.643000-088.964000 568
KSLW  40.883000-081.833000 1171
KSME  37.054000-084.615000 919
KSMF  38.695000-121.591000 26
KSMN  45.121000-113.882000 4016
KSMO  34.016000-118.451000 171
KSMP  47.277000-121.337000 3960
KSMQ  40.626000-074.670000 102
KSMX  34.899000-120.458000 259
KSNA  33.676000-117.868000 52
KSNL  35.357000-096.943000 1063
KSNP  57.156000-170.221000 43
KSNS  36.663000-121.606000 82
KSNY  41.101000-102.985000 4281
KSOP  35.237000-079.391000 456
KSOV  59.447000-151.704000 26
KSOW  34.265000-110.005000 6371
KSPA  34.916000-081.956000 794
KSPB  45.773000-122.862000 56
KSPF  44.480000-103.777000 3868
KSPG  27.765000-082.627000 7
KSPI  39.844000-089.678000 591
KSPS  33.989000-098.492000 1010
KSPW  43.166000-095.203000 1329
KSQI  41.743000-089.676000 640
KSQL  37.517000-122.250000 3
KSRC  35.212000-091.737000 259
KSRF  38.067000-122.500000 3
KSRQ  27.395000-082.554000 26
KSRR  33.463000-105.535000 6768
KSSC  33.973000-080.471000 240
KSSF  29.337000-098.471000 571
KSSI  31.152000-081.391000 16
KSSU  37.767000-080.333000 1801
KSTC  45.545000-094.058000 1020
KSTE  44.545000-089.530000 1102
KSTJ  39.772000-094.910000 820
KSTL  38.748000-090.360000 597
KSTP  44.935000-093.060000 699
KSTS  38.509000-122.813000 121
KSTT  18.338000-064.979000 13
KSTX  17.701000-064.807000 59
KSUA  27.182000-080.221000 16
KSUE  44.844000-087.422000 719
KSUN  43.505000-114.297000 5279
KSUS  38.662000-090.651000 459
KSUT  33.929000-078.075000 23
KSUU  38.263000-121.928000 59
KSUW  46.690000-092.095000 669
KSUX  42.403000-096.384000 1089
KSVC  32.637000-108.156000 5410
KSVE  40.377000-120.573000 4121
KSVH  35.765000-080.957000 958
KSVN  32.010000-081.146000 39
KSWD  60.127000-149.419000 20
KSWF  41.504000-074.105000 486
KSWO  36.160000-097.086000 978
KSXT  42.600000-123.364000 0
KSYR  43.111000-076.106000 417
KSZL  38.730000-093.548000 863
KSZN  34.017000-119.750000 33
KT02  29.519000-095.242000 43
KT31  26.159000-097.337000 16
KT46  28.017000-095.867000 75
KT62  40.317000-112.300000 5341
KTAD  37.259000-104.341000 5722
KTAL  65.174000-152.107000 226
KTAN  41.875000-071.017000 43
KTAZ  39.534000-089.328000 617
KTBN  37.742000-092.141000 1148
KTBR  32.483000-081.737000 184
KTBW  27.700000-082.400000 39
KTCC  35.183000-103.603000 4035
KTCL  33.221000-087.611000 167
KTCM  47.138000-122.477000 318
KTCS  33.237000-107.272000 4820
KTDF  36.285000-078.984000 604
KTDO  46.477000-122.807000 371
KTDZ  41.565000-083.482000 617
KTEB  40.850000-074.061000 7
KTEW  42.566000-084.423000 912
KTEX  37.954000-107.909000 9016
KTFX  47.467000-111.367000 3776
KTHV  39.917000-076.873000 476
KTIK  35.415000-097.387000 1280
KTIW  47.268000-122.578000 289
KTIX  28.514000-080.800000 33
KTKA  62.320000-150.095000 358
KTKI  33.178000-096.591000 581
KTLH  30.397000-084.350000 79
KTLX  35.333000-097.283000 1109
KTMB  25.648000-080.433000 7
KTNU  41.674000-093.022000 945
KTNX  37.794000-116.776000 5548
KTOA  33.803000-118.340000 102
KTOB  44.018000-092.832000 1296
KTOI  31.860000-086.012000 394
KTOL  41.587000-083.808000 679
KTOP  39.069000-095.623000 873
KTOR  42.065000-104.153000 4177
KTPA  27.976000-082.533000 23
KTPH  38.060000-117.087000 5387
KTPL  31.153000-097.408000 676
KTQE  41.764000-096.178000 1017
KTRI  36.475000-082.407000 1506
KTRK  39.320000-120.140000 5860
KTRL  32.710000-096.267000 469
KTRM  33.628000-116.160000 -115
KTTA  35.583000-079.101000 243
KTTD  45.549000-122.401000 36
KTTF  41.940000-083.435000 610
KTTN  40.277000-074.814000 210
KTTS  28.617000-080.717000 10
KTUL  36.198000-095.888000 669
KTUP  34.268000-088.770000 341
KTUS  32.116000-110.941000 2625
KTVC  44.741000-085.582000 617
KTVF  48.066000-096.183000 1106
KTVL  38.894000-119.995000 6220
KTVR  32.352000-091.028000 85
KTWF  42.482000-114.488000 4121
KTWM  47.049000-091.745000 1073
KTWX  39.000000-096.233000 1414
KTXK  33.454000-093.991000 387
KTYR  32.354000-095.402000 538
KTYS  35.813000-083.993000 974
KTZR  39.901000-083.137000 899
KU11  43.832000-111.806000 4859
KU15  44.523000-114.215000 5033
KU16  41.050000-113.067000 4239
KU17  37.500000-110.700000 3642
KU24  39.333000-112.583000 4639
KU28  39.000000-110.167000 4072
KU31  39.500000-117.083000 6608
KU67  40.300000-109.983000 5095
KU71  40.467000-109.533000 5289
KU73  42.728000-114.453000 4045
KU78  42.650000-111.583000 5840
KUAO  45.247000-122.770000 197
KUCA  43.145000-075.384000 735
KUDG  34.449000-079.890000 190
KUES  43.041000-088.237000 902
KUEX  40.317000-098.433000 2054
KUGN  42.422000-087.868000 722
KUIL  47.937000-124.561000 190
KUIN  39.943000-091.195000 761
KUKF  36.223000-081.098000 1289
KUKI  39.126000-123.201000 607
KULM  44.320000-094.502000 1004
KUNO  36.878000-091.903000 1217
KUNU  43.427000-088.703000 928
KUNV  40.849000-077.849000 1230
KUTS  30.747000-095.587000 358
KUUU  41.532000-071.281000 171
KUZA  34.988000-081.057000 656
KVAD  30.968000-083.193000 230
KVAY  39.943000-074.846000 52
KVBG  34.737000-120.587000 364
KVBT  36.346000-094.219000 1286
KVCB  38.377000-121.963000 112
KVCT  28.853000-096.919000 112
KVCV  34.593000-117.380000 2864
KVDI  32.193000-082.372000 269
KVEL  40.441000-109.510000 5243
KVGT  36.212000-115.196000 2188
KVIH  38.127000-091.770000 1138
KVIS  36.319000-119.393000 292
KVJI  36.687000-082.033000 2070
KVKS  32.239000-090.928000 105
KVLD  30.783000-083.277000 200
KVNY  34.210000-118.490000 791
KVOK  43.933000-090.267000 902
KVPC  34.123000-084.849000 751
KVPS  30.500000-086.525000 85
KVPZ  41.454000-087.006000 764
KVQN  36.950000-078.983000 607
KVQQ  30.219000-081.877000 79
KVRB  27.656000-080.418000 23
KVRX  28.583000-092.450000 3
KVSF  43.344000-072.517000 571
KVTA  40.025000-082.462000 876
KVTN  42.858000-100.547000 2572
KVTX  34.417000-119.183000 2808
KVUJ  35.415000-080.151000 604
KVUO  45.621000-122.657000 23
KVUW  28.250000-091.833000 3
KVVV  45.306000-096.424000 1093
KVYS  41.352000-089.153000 650
KW08  37.467000-075.883000 39
KW30  38.333000-075.083000 13
KW39  36.900000-075.717000 75
KW51  37.250000-076.000000 7
KW63  36.600000-078.567000 420
KW71  37.883000-076.183000 3
KWAL  37.942000-075.462000 39
KWDD  42.300000-082.700000 604
KWDG  36.379000-097.791000 1158
KWDR  33.983000-083.667000 935
KWEY  44.650000-111.100000 6663
KWJF  34.741000-118.219000 2329
KWLD  37.168000-097.037000 1152
KWMC  40.897000-117.806000 4278
KWRB  32.640000-083.592000 292
KWRI  40.016000-074.590000 131
KWRL  43.966000-107.951000 4196
KWST  41.350000-071.803000 79
KWVI  36.936000-121.790000 157
KWVL  44.533000-069.676000 328
KWWD  39.009000-074.908000 20
KWWR  36.437000-099.521000 2172
KX53  26.750000-080.950000 20
KX80  27.033000-080.117000 3
KX81  26.767000-080.050000 3
KX82  27.467000-080.300000 3
KX84  24.950000-080.583000 3
KX86  25.583000-080.100000 3
KX87  25.767000-080.133000 3
KX88  24.717000-081.117000 3
KX89  26.450000-081.950000 3
KX90  27.083000-082.450000 3
KX91  27.600000-082.767000 3
KXMR  28.467000-080.566000 10
KXNA  36.282000-094.307000 1276
KXVG  46.990000-094.204000 1322
KY12  44.633000-093.233000 958
KY26  45.533000-100.433000 1667
KY62  46.479000-084.357000 722
KYAK  59.510000-139.663000 33
KYIP  42.238000-083.530000 709
KYKM  46.568000-120.544000 1086
KYKN  42.917000-097.386000 1296
KYLD  47.817000-083.350000 1467
KYNG  41.260000-080.677000 1188
KYUM  32.657000-114.606000 213
KZAB  35.167000-106.567000 5318
KZLC  40.783000-111.950000 4226
KZSE  47.283000-122.183000 325
KZZV  39.945000-081.892000 892
LATI  41.412000 019.723000 115
LBBG  42.567000 027.517000 131
LBGO  43.152000 025.712000 282
LBPD  42.068000 024.852000 591
LBSF  42.695000 023.408000 1729
LBWN  43.233000 027.825000 226
LCEN  35.158000 033.492000 397
LCLK  34.879000 033.630000 7
LCNC  35.150000 033.400000 531
LCPH  34.720000 032.485000 39
LCRA  34.590000 032.988000 75
LDDD  45.817000 016.033000 404
LDDU  42.561000 018.268000 522
LDOC  45.543000 018.632000 295
LDOR  45.167000 018.000000 289
LDPL  44.894000 013.922000 272
LDRI  45.217000 014.570000 276
LDSB  43.286000 016.680000 1765
LDSH  43.167000 016.450000 66
LDSP  43.539000 016.298000 75
LDVA  46.300000 016.383000 541
LDZA  45.743000 016.069000 348
LDZD  44.108000 015.347000 285
LEAB  38.949000-001.863000 2287
LEAL  38.282000-000.558000 138
LEAM  36.844000-002.370000 69
LEAS  43.564000-006.035000 410
LEBA  37.842000-004.849000 292
LEBB  43.301000-002.911000 135
LEBG  42.358000-003.621000 2923
LEBL  41.297000 002.079000 10
LEBZ  38.891000-006.821000 604
LECH  40.900000-001.304000 2949
LECO  43.302000-008.377000 325
LEGE  41.901000 002.761000 463
LEGR  37.189000-003.777000 1847
LEGT  40.294000-003.724000 2014
LEHI  38.517000-005.117000 1772
LEIB  38.873000 001.373000 20
LEJR  36.745000-006.060000 92
LELC  37.775000-000.812000 10
LELL  41.517000 002.100000 479
LELN  42.589000-005.656000 2986
LELO  42.450000-002.333000 1158
LEMD  40.472000-003.561000 1985
LEMG  36.675000-004.499000 49
LEMH  39.863000 004.219000 295
LEMO  37.175000-005.617000 282
LEPA  39.552000 002.739000 30
LEPP  42.770000-001.646000 1493
LERI  37.953000-001.231000 249
LERS  41.147000 001.167000 230
LERT  36.647000-006.347000 85
LESA  40.952000-005.502000 2575
LESO  43.357000-001.791000 13
LEST  42.896000-008.415000 1204
LETO  40.487000-003.458000 1978
LEVC  39.489000-000.482000 223
LEVD  41.706000-004.852000 2756
LEVS  40.383000-003.783000 2264
LEVT  42.883000-002.724000 1670
